MAZ,HH,ADLT,WRKR,KID
9413,68,152,99,30
9414,55,135,96,30
9415,23,57,40,13
9416,25,58,36,14
9417,19,40,22,9
9418,78,161,93,38
9419,14,26,15,7
9420,1,2,1,0
9421,0,0,0,0
9422,3,4,2,1
9423,16,30,17,7
9424,0,0,0,0
9425,2,2,1,1
9426,0,0,0,0
9427,0,0,0,0
9428,0,0,0,0
9429,1,2,1,0
9430,17,34,18,8
9431,4,8,5,2
9432,29,59,33,13
9433,27,55,33,12
9434,16,30,17,7
9435,29,58,32,14
9436,119,241,134,58
9437,39,78,44,18
9438,135,276,154,65
9439,25,50,27,12
9440,27,64,46,15
9441,39,87,54,20
9442,227,550,388,126
9443,70,146,85,35
9444,103,250,177,56
9445,28,68,47,15
9446,15,38,27,9
9447,55,128,89,34
9448,148,339,225,76
9449,144,342,233,71
9450,391,917,631,199
9451,9,19,13,4
9452,0,0,0,0
9453,0,0,0,0
9454,0,0,0,0
9455,0,0,0,0
9456,170,383,228,111
9457,24,54,32,16
9458,107,240,143,70
9459,168,380,226,110
9460,33,73,44,22
9461,66,148,88,43
9462,62,136,81,40
9463,71,160,96,46
9464,0,0,0,0
9465,6,11,7,2
9466,2,3,2,1
9467,2,3,1,1
9468,4,8,6,2
9469,3,6,4,2
9470,5,9,6,3
9471,1,2,1,0
9472,1,1,0,1
9473,1,1,0,1
9474,25,56,35,16
9475,44,101,61,28
9476,57,128,77,36
9477,51,114,69,32
9478,183,385,231,107
9479,0,0,0,0
9480,122,284,183,73
9481,97,222,133,63
9482,140,295,177,82
9483,188,397,238,110
9484,0,0,0,0
9485,34,76,47,21
9486,147,294,178,70
9487,241,509,310,138
9488,7,15,8,4
9489,5,9,6,3
9490,161,321,194,77
9491,116,234,142,57
9492,123,235,151,53
9493,22,39,26,9
9494,107,198,129,44
9495,113,217,140,49
9496,0,0,0,0
9497,0,0,0,0
9498,425,832,609,126
9499,0,0,0,0
9500,540,1072,806,143
9501,2,3,2,0
9502,71,128,83,28
9503,0,0,0,0
9504,40,76,49,16
9505,41,77,51,17
9506,56,104,68,23
9507,78,143,93,31
9508,130,260,158,62
9509,31,61,37,15
9510,99,198,121,48
9511,6,11,7,3
9512,233,465,282,112
9513,278,597,407,134
9514,673,1347,830,327
9515,253,562,406,137
9516,110,235,153,67
9517,270,569,363,161
9518,88,189,130,55
9519,98,208,143,61
9520,173,364,218,101
9521,0,0,0,0
9522,0,0,0,0
9523,0,0,0,0
9524,0,0,0,0
9525,19,43,29,11
9526,124,282,187,77
9527,328,740,496,199
9528,341,677,427,212
9529,164,347,234,102
9530,399,805,506,281
9531,109,211,130,69
9532,472,940,586,225
9533,526,1052,688,305
9534,316,623,383,161
9535,335,666,412,225
9536,121,239,145,58
9537,101,199,120,49
9538,71,140,85,34
9539,197,387,234,95
9540,30,53,35,12
9541,92,180,110,39
9542,13,25,13,5
9543,1,1,0,1
9544,67,142,74,29
9545,6,12,6,2
9546,0,0,0,0
9547,0,0,0,0
9548,1,1,0,1
9549,11,21,11,4
9550,0,0,0,0
9551,13,25,13,5
9552,7,13,7,3
9553,3,6,3,1
9554,66,141,73,29
9555,27,56,30,12
9556,40,79,48,19
9557,162,318,193,78
9558,16,29,18,8
9559,415,806,502,208
9560,335,751,513,190
9561,406,951,619,367
9562,226,518,338,209
9563,118,268,178,112
9564,262,605,401,245
9565,263,600,399,174
9566,120,274,182,113
9567,617,1407,948,428
9568,442,997,673,269
9569,310,706,475,241
9570,382,872,591,257
9571,710,1667,1162,729
9572,48,111,77,49
9573,603,1409,982,628
9574,8,19,13,9
9575,268,629,437,277
9576,415,751,478,230
9577,147,336,222,139
9578,983,1673,1068,439
9579,353,604,382,164
9580,64,112,72,33
9581,525,926,581,268
9582,465,795,493,203
9583,38,66,41,17
9584,0,0,0,0
9585,0,0,0,0
9586,0,0,0,0
9587,0,0,0,0
9588,52,109,56,23
9589,15,28,14,5
9590,30,62,32,13
9591,12,23,12,5
9592,70,152,85,28
9593,30,62,32,13
9594,5,10,5,2
9595,0,0,0,0
9596,0,0,0,0
9597,271,526,323,171
9598,24,109,96,6
9599,0,0,0,0
9600,587,1127,684,384
9601,386,915,568,309
9602,125,283,234,40
9603,278,687,457,194
9604,320,756,468,257
9605,0,0,0,0
9606,63,147,91,50
9607,0,0,0,0
9608,0,0,0,0
9609,142,337,251,53
9610,0,0,0,0
9611,5,12,7,3
9612,189,340,189,95
9613,188,340,188,94
9614,0,0,0,0
9615,862,1545,855,431
9616,0,0,0,0
9617,12,56,50,2
9618,12,22,13,8
9619,7,14,8,5
9620,4,7,4,2
9621,11,21,13,7
9622,3,6,3,1
9623,2,3,1,1
9624,162,353,225,93
9625,582,1057,594,299
9626,134,291,186,77
9627,49,103,63,31
9628,0,0,0,0
9629,165,355,216,102
9630,159,362,249,78
9631,235,500,308,144
9632,78,164,99,49
9633,125,271,170,69
9634,7,11,5,3
9635,13,23,10,4
9636,296,633,387,183
9637,32,67,41,19
9638,157,338,207,98
9639,63,134,82,39
9640,187,386,226,123
9641,365,786,503,206
9642,49,108,66,32
9643,214,448,274,130
9644,4,8,4,2
9645,50,99,52,23
9646,98,197,105,46
9647,663,1224,607,272
9648,113,226,121,53
9649,413,769,376,171
9650,53,93,40,19
9651,1,2,1,0
9652,39,70,31,14
9653,0,0,0,0
9654,70,123,53,25
9655,22,37,16,7
9656,289,511,228,103
9657,51,91,39,18
9658,161,285,122,57
9659,80,141,61,29
9660,98,176,75,35
9661,24,39,17,8
9662,39,70,30,14
9663,13,23,10,4
9664,7,11,5,3
9665,121,214,93,43
9666,117,234,124,54
9667,239,428,195,89
9668,323,644,340,148
9669,52,93,40,18
9670,66,134,71,30
9671,7,13,7,2
9672,99,199,106,46
9673,109,245,154,68
9674,131,299,189,83
9675,379,860,540,240
9676,251,568,357,156
9677,0,0,0,0
9678,0,0,0,0
9679,39,72,43,16
9680,0,0,0,0
9681,1,1,1,1
9682,56,108,66,22
9683,10,19,11,4
9684,254,482,294,104
9685,0,0,0,0
9686,135,250,156,52
9687,98,189,116,40
9688,136,252,164,44
9689,363,680,426,137
9690,0,0,0,0
9691,198,366,239,65
9692,52,93,62,16
9693,268,502,306,111
9694,254,480,292,106
9695,235,447,273,98
9696,247,465,283,103
9697,213,402,245,88
9698,69,131,80,30
9699,173,364,227,107
9700,253,484,297,116
9701,1,1,0,1
9702,111,211,129,47
9703,32,70,45,20
9704,111,231,144,68
9705,93,191,119,56
9706,263,550,344,162
9707,47,99,62,30
9708,75,155,97,45
9709,224,467,292,137
9710,146,305,193,92
9711,107,223,139,66
9712,148,313,195,90
9713,142,281,174,71
9714,194,362,225,75
9715,110,228,143,67
9716,179,330,217,59
9717,36,65,43,11
9718,12,21,14,3
9719,18,31,20,6
9720,87,159,104,28
9721,62,114,75,20
9722,145,266,174,46
9723,19,33,22,6
9724,1,2,1,0
9725,79,165,109,53
9726,8,13,9,3
9727,293,617,431,204
9728,16,27,18,5
9729,150,312,217,104
9730,331,692,474,230
9731,169,352,250,123
9732,66,140,98,48
9733,250,522,329,154
9734,99,209,136,65
9735,74,156,111,54
9736,507,1053,747,366
9737,135,282,200,98
9738,364,758,538,264
9739,256,534,379,186
9740,274,573,407,199
9741,14,28,20,10
9742,61,128,91,44
9743,6,10,7,4
9744,35,73,52,25
9745,0,0,0,0
9746,4,7,5,1
9747,316,663,467,221
9748,1,2,1,0
9749,0,0,0,0
9750,0,0,0,0
9751,4,7,4,1
9752,103,186,122,32
9753,89,162,106,28
9754,165,302,199,54
9755,487,892,589,159
9756,194,361,237,62
9757,1,1,1,1
9758,4,7,4,1
9759,5,9,6,3
9760,4,6,4,2
9761,8,17,13,7
9762,1,1,1,1
9763,1,1,1,1
9764,7,15,10,5
9765,47,100,71,35
9766,116,240,170,83
9767,77,164,116,57
9768,3,5,4,3
9769,250,508,363,166
9770,355,717,512,237
9771,458,944,663,292
9772,383,779,557,254
9773,407,933,585,217
9774,113,240,154,57
9775,157,348,240,101
9776,275,548,368,133
9777,13,23,16,6
9778,397,734,496,171
9779,1,2,1,0
9780,150,279,186,63
9781,172,322,215,73
9782,167,386,289,112
9783,130,259,178,62
9784,176,413,308,119
9785,170,400,295,115
9786,13,29,18,8
9787,84,198,149,56
9788,150,338,212,94
9789,57,129,82,36
9790,0,0,0,0
9791,62,139,87,38
9792,0,0,0,0
9793,11,26,17,7
9794,57,129,81,36
9795,148,334,211,94
9796,87,199,125,55
9797,214,499,377,143
9798,40,92,57,25
9799,391,917,693,263
9800,384,870,546,242
9801,194,440,324,123
9802,300,701,530,200
9803,214,500,376,143
9804,555,1299,982,373
9805,233,501,335,133
9806,258,550,371,143
9807,150,341,231,95
9808,449,1016,690,282
9809,5,12,8,3
9810,63,146,99,40
9811,2,3,3,1
9812,3,6,4,2
9813,0,0,0,0
9814,40,94,64,25
9815,11,22,16,7
9816,0,0,0,0
9817,5,9,6,3
9818,5,10,7,2
9819,53,112,80,31
9820,35,75,54,20
9821,3,6,3,2
9822,179,422,268,114
9823,0,0,0,0
9824,207,481,290,130
9825,10,29,16,8
9826,146,340,192,91
9827,1,2,1,0
9828,156,365,208,99
9829,0,0,0,0
9830,10,24,16,9
9831,480,1128,639,302
9832,637,1551,991,515
9833,514,1264,846,437
9834,624,1330,914,382
9835,534,1327,870,475
9836,679,1725,1070,628
9837,152,323,222,93
9838,214,455,313,132
9839,618,1561,975,558
9840,224,474,327,136
9841,555,1509,946,476
9842,570,1202,822,361
9843,282,609,416,255
9844,676,1419,1031,409
9845,520,1334,871,461
9846,254,719,444,230
9847,337,736,509,310
9848,12,31,21,13
9849,110,274,182,96
9850,116,288,191,102
9851,284,643,454,211
9852,246,557,397,195
9853,482,1089,751,307
9854,320,721,508,206
9855,36,84,59,25
9856,119,269,188,77
9857,0,0,0,0
9858,241,514,366,142
9859,255,538,382,147
9860,327,731,511,204
9861,134,283,201,78
9862,14,33,24,8
9863,252,532,379,145
9864,171,361,256,99
9865,0,0,0,0
9866,265,560,399,154
9867,0,0,0,0
9868,363,767,545,210
9869,637,1353,954,366
9870,411,882,592,223
9871,139,294,208,79
9872,345,734,501,167
9873,298,641,429,162
9874,292,632,423,157
9875,352,720,494,170
9876,355,751,508,181
9877,477,1054,725,309
9878,778,1771,1262,615
9879,211,468,322,135
9880,319,725,517,251
9881,341,717,487,328
9882,148,313,227,88
9883,694,1466,1068,408
9884,113,235,171,66
9885,163,348,254,96
9886,9,20,14,5
9887,8,17,12,5
9888,26,56,41,16
9889,73,158,108,43
9890,0,0,0,0
9891,1,2,1,0
9892,0,0,0,0
9893,456,964,702,268
9894,192,404,295,112
9895,388,819,598,228
9896,169,360,262,100
9897,1,2,1,0
9898,0,0,0,0
9899,0,0,0,0
9900,0,0,0,0
9901,494,974,677,206
9902,25,52,37,13
9903,273,538,373,114
9904,3,6,4,2
9905,15,29,21,7
9906,304,601,419,126
9907,58,112,78,24
9908,174,343,239,72
9909,1,1,1,1
9910,253,533,379,146
9911,106,226,161,62
9912,59,124,88,34
9913,9,22,13,6
9914,1,1,0,1
9915,23,49,30,15
9916,6,14,8,3
9917,299,528,365,214
9918,254,449,311,182
9919,199,352,244,143
9920,310,547,379,221
9921,125,221,153,89
9922,35,75,55,21
9923,0,0,0,0
9924,73,160,116,44
9925,25,56,42,15
9926,1,2,1,0
9927,25,55,40,15
9928,28,59,41,18
9929,0,0,0,0
9930,1,2,2,0
9931,18,37,26,11
9932,2,3,2,1
9933,0,0,0,0
9934,0,0,0,0
9935,0,0,0,0
9936,161,335,229,105
9937,141,295,203,94
9938,330,687,469,216
9939,322,671,459,212
9940,345,717,487,225
9941,20,41,28,12
9942,25,52,35,16
9943,112,233,160,74
9944,345,715,487,227
9945,43,97,72,26
9946,21,42,29,13
9947,280,616,454,165
9948,0,0,0,0
9949,18,39,29,10
9950,161,355,264,96
9951,256,561,414,153
9952,294,649,478,173
9953,504,891,616,359
9954,0,0,0,0
9955,600,1088,752,404
9956,2,2,1,1
9957,74,168,105,48
9958,37,88,52,24
9959,128,295,187,80
9960,0,0,0,0
9961,211,479,293,141
9962,1,2,1,0
9963,274,627,388,181
9964,239,572,388,130
9965,187,342,221,91
9966,55,101,65,26
9967,165,303,193,79
9968,30,57,37,15
9969,673,1239,788,320
9970,357,661,427,165
9971,152,283,189,76
9972,49,91,66,27
9973,0,0,0,0
9974,0,0,0,0
9975,0,0,0,0
9976,82,158,109,32
9977,412,898,599,264
9978,374,798,525,254
9979,165,398,258,109
9980,153,364,235,102
9981,397,855,568,265
9982,229,495,330,152
9983,231,539,353,156
9984,178,409,269,119
9985,291,697,455,194
9986,302,723,476,201
9987,336,711,455,196
9988,286,629,402,174
9989,28,68,45,18
9990,141,342,220,93
9991,333,714,438,186
9992,223,475,298,128
9993,15,25,17,6
9994,111,212,146,42
9995,38,75,51,15
9996,304,583,401,117
9997,28,55,41,15
9998,0,0,0,0
9999,250,521,411,91
10000,7,12,8,3
10001,334,664,476,166
10002,24,50,37,12
10003,349,711,510,165
10004,177,351,268,77
10005,281,571,372,151
10006,254,517,338,138
10007,55,124,85,35
10008,88,179,117,47
10009,541,1265,870,386
10010,498,1121,764,333
10011,0,0,0,0
10012,264,660,495,140
10013,672,1366,895,363
10014,378,715,514,208
10015,245,551,373,160
10016,2,3,2,1
10017,0,0,0,0
10018,156,307,221,52
10019,0,0,0,0
10020,9,15,11,3
10021,405,819,622,110
10022,228,436,300,87
10023,476,972,750,120
10024,344,657,452,131
10025,87,183,120,48
10026,312,663,451,163
10027,258,547,379,132
10028,325,692,478,166
10029,436,890,589,239
10030,261,498,310,142
10031,372,746,493,203
10032,437,838,528,238
10033,175,338,216,96
10034,438,840,540,237
10035,1,2,1,0
10036,128,248,159,70
10037,15,30,21,8
10038,52,111,77,27
10039,42,79,53,18
10040,5,9,5,2
10041,1,2,1,0
10042,1,2,1,0
10043,0,0,0,0
10044,60,119,86,19
10045,6,11,7,2
10046,3,4,3,1
10047,12,22,15,4
10048,57,108,74,22
10049,405,987,717,246
10050,49,116,80,34
10051,201,449,313,108
10052,26,48,33,11
10053,323,839,654,146
10054,358,918,703,175
10055,0,0,0,0
10056,0,0,0,0
10057,0,0,0,0
10058,0,0,0,0
10059,0,0,0,0
10060,39,82,52,19
10061,0,0,0,0
10062,16,35,22,8
10063,138,287,182,69
10064,160,334,212,80
10065,8,14,9,3
10066,0,0,0,0
10067,262,567,413,152
10068,327,706,515,189
10069,536,1158,842,312
10070,187,407,298,106
10071,95,207,137,48
10072,70,154,99,35
10073,250,543,351,125
10074,98,214,139,49
10075,520,1129,748,262
10076,163,353,239,79
10077,367,680,447,204
10078,219,407,268,122
10079,935,2102,1593,460
10080,92,206,154,46
10081,519,1175,776,415
10082,383,841,531,354
10083,160,346,231,79
10084,547,1183,810,423
10085,143,318,221,86
10086,661,1460,1005,521
10087,0,0,0,0
10088,0,0,0,0
10089,0,0,0,0
10090,0,0,0,0
10091,0,0,0,0
10092,0,0,0,0
10093,0,0,0,0
10094,0,0,0,0
10095,0,0,0,0
10096,0,0,0,0
10097,340,771,542,254
10098,780,1819,1180,587
10099,408,832,433,173
10100,902,1997,1198,769
10101,76,167,106,66
10102,788,1740,1104,721
10103,594,1340,870,508
10104,650,1503,1014,525
10105,408,753,496,226
10106,140,261,172,78
10107,1254,2304,1518,711
10108,254,470,309,140
10109,443,985,695,314
10110,537,1245,922,328
10111,530,1211,841,400
10112,413,990,737,248
10113,710,1586,1056,589
10114,481,1067,753,341
10115,850,1901,1251,831
10116,739,1734,1175,602
10117,831,1694,884,359
10118,858,1544,973,614
10119,485,1093,795,165
10120,927,1939,1304,609
10121,0,0,0,0
10122,0,0,0,0
10123,0,0,0,0
10124,524,940,515,372
10125,538,1238,773,477
10126,310,558,305,221
10127,879,2050,1199,959
10128,491,1074,693,538
10129,327,815,533,304
10130,251,686,371,230
10131,444,730,339,244
10132,236,603,404,208
10133,339,863,577,301
10134,134,233,128,62
10135,660,1121,586,326
10136,0,0,0,0
10137,0,0,0,0
10138,107,195,116,85
10139,0,0,0,0
10140,366,1082,512,330
10141,461,755,351,254
10142,448,973,608,236
10143,496,940,597,343
10144,68,166,113,66
10145,916,2133,1426,932
10146,0,0,0,0
10147,624,1443,969,399
10148,118,238,141,58
10149,57,116,68,27
10150,32,63,37,16
10151,92,185,109,44
10152,8,16,9,4
10153,13,28,17,7
10154,0,0,0,0
10155,1,1,0,1
10156,2,2,1,1
10157,0,0,0,0
10158,2,2,1,1
10159,0,0,0,0
10160,10,19,11,4
10161,28,59,35,14
10162,9,17,10,4
10163,13,28,17,7
10164,119,242,142,57
10165,42,89,53,21
10166,97,199,119,48
10167,97,197,115,47
10168,138,277,178,79
10169,21,41,26,11
10170,195,398,241,97
10171,55,109,64,25
10172,75,162,91,31
10173,26,50,27,8
10174,39,82,46,15
10175,9,19,11,3
10176,173,343,186,54
10177,0,0,0,0
10178,47,90,49,14
10179,0,0,0,0
10180,0,0,0,0
10181,0,0,0,0
10182,0,0,0,0
10183,0,0,0,0
10184,0,0,0,0
10185,0,0,0,0
10186,0,0,0,0
10187,0,0,0,0
10188,0,0,0,0
10189,0,0,0,0
10190,0,0,0,0
10191,0,0,0,0
10192,0,0,0,0
10193,0,0,0,0
10194,0,0,0,0
10195,0,0,0,0
10196,10,19,10,2
10197,0,0,0,0
10198,46,89,48,13
10199,0,0,0,0
10200,45,94,52,18
10201,53,109,60,19
10202,112,233,130,43
10203,74,145,78,22
10204,236,484,274,86
10205,38,75,41,11
10206,105,202,120,36
10207,62,124,69,19
10208,34,63,34,11
10209,0,0,0,0
10210,57,108,58,17
10211,10,19,10,2
10212,1,2,1,0
10213,0,0,0,0
10214,0,0,0,0
10215,95,161,85,22
10216,0,0,0,0
10217,53,89,47,13
10218,468,791,421,110
10219,133,226,122,31
10220,38,65,34,9
10221,349,590,314,81
10222,58,97,51,14
10223,99,167,89,23
10224,34,62,34,9
10225,154,260,138,35
10226,2,3,1,0
10227,239,405,215,55
10228,131,257,139,40
10229,50,97,53,15
10230,21,40,21,6
10231,94,184,99,29
10232,93,177,116,37
10233,36,67,45,13
10234,156,336,215,84
10235,6,11,6,3
10236,3,7,4,2
10237,1,2,1,0
10238,8,18,13,6
10239,8,18,13,6
10240,3,7,4,2
10241,11,23,16,7
10242,14,29,21,9
10243,94,198,141,65
10244,454,942,670,310
10245,285,570,362,161
10246,158,316,198,87
10247,35,71,44,20
10248,240,478,300,133
10249,353,706,443,194
10250,223,448,279,123
10251,24,50,29,11
10252,425,883,627,289
10253,454,927,606,273
10254,50,101,71,32
10255,287,602,396,180
10256,44,89,64,29
10257,139,288,205,95
10258,173,358,255,118
10259,68,146,104,48
10260,0,0,0,0
10261,1,1,1,1
10262,41,84,60,28
10263,30,60,43,20
10264,1,2,1,0
10265,0,0,0,0
10266,0,0,0,0
10267,179,367,262,123
10268,5,8,5,4
10269,2,3,2,1
10270,3,7,4,2
10271,5,9,7,3
10272,3,7,4,2
10273,37,77,55,25
10274,0,0,0,0
10275,1,2,1,0
10276,3,7,5,2
10277,203,423,300,139
10278,2,3,2,1
10279,12,24,15,7
10280,140,288,206,97
10281,1,1,1,1
10282,1,2,1,0
10283,47,99,63,29
10284,5,9,7,3
10285,10,20,14,7
10286,20,44,28,13
10287,54,115,72,33
10288,35,74,47,21
10289,106,227,146,68
10290,1,2,1,0
10291,143,312,199,89
10292,154,327,191,75
10293,127,270,148,50
10294,102,222,130,51
10295,69,149,81,30
10296,95,204,112,37
10297,33,70,38,13
10298,31,68,37,12
10299,83,180,99,33
10300,60,130,80,35
10301,54,116,63,21
10302,56,121,74,32
10303,51,111,61,20
10304,112,244,156,71
10305,35,73,47,22
10306,181,390,247,113
10307,35,74,47,21
10308,219,470,298,137
10309,1,2,1,0
10310,0,0,0,0
10311,35,74,47,21
10312,2,3,2,1
10313,67,145,91,42
10314,5,9,6,3
10315,20,43,26,14
10316,0,0,0,0
10317,0,0,0,0
10318,11,23,14,6
10319,12,24,15,7
10320,2,5,3,1
10321,12,26,18,8
10322,14,33,23,11
10323,359,815,576,261
10324,5,9,7,3
10325,122,274,194,88
10326,143,327,228,98
10327,105,241,171,77
10328,25,59,42,18
10329,14,34,24,10
10330,146,334,236,106
10331,122,277,194,85
10332,252,480,317,99
10333,29,54,36,11
10334,159,303,201,62
10335,0,0,0,0
10336,2,2,2,1
10337,12,22,14,4
10338,3,4,2,1
10339,0,0,0,0
10340,2,2,1,1
10341,226,432,288,91
10342,28,53,35,11
10343,108,206,137,44
10344,42,78,51,16
10345,47,87,57,18
10346,17,30,20,5
10347,8,17,11,3
10348,60,119,79,24
10349,131,249,165,52
10350,29,53,35,12
10351,0,0,0,0
10352,25,49,32,10
10353,0,0,0,0
10354,151,284,185,61
10355,397,757,501,157
10356,45,101,66,25
10357,244,512,350,139
10358,277,637,399,153
10359,117,258,178,77
10360,281,648,407,151
10361,5,12,8,3
10362,300,692,435,160
10363,349,800,502,186
10364,159,346,245,113
10365,191,413,276,115
10366,132,268,191,87
10367,44,88,63,29
10368,5,12,7,3
10369,3,4,3,1
10370,11,20,11,5
10371,27,57,32,13
10372,3,4,2,1
10373,4,8,4,2
10374,0,0,0,0
10375,11,20,11,5
10376,7,15,8,3
10377,2,3,2,1
10378,8,16,9,4
10379,14,29,17,8
10380,18,40,24,8
10381,7,14,8,4
10382,9,18,12,4
10383,9,17,10,5
10384,2,3,1,1
10385,5,12,7,3
10386,7,15,9,3
10387,4,8,5,2
10388,4,8,4,2
10389,0,0,0,0
10390,5,12,7,3
10391,3,4,2,1
10392,0,0,0,0
10393,20,44,26,10
10394,6,14,8,3
10395,0,0,0,0
10396,9,18,10,4
10397,0,0,0,0
10398,10,19,11,5
10399,16,33,18,7
10400,0,0,0,0
10401,4,8,5,2
10402,1,1,0,1
10403,9,17,10,5
10404,1,1,1,1
10405,2,3,1,1
10406,75,156,89,39
10407,15,31,18,7
10408,3,3,2,2
10409,13,29,16,6
10410,0,0,0,0
10411,10,20,11,4
10412,4,8,4,2
10413,0,0,0,0
10414,11,20,11,5
10415,16,32,18,8
10416,5,12,7,3
10417,10,19,11,5
10418,3,4,2,1
10419,7,14,9,4
10420,5,12,8,3
10421,7,14,8,4
10422,1,2,1,0
10423,1,1,0,1
10424,0,0,0,0
10425,6,14,8,3
10426,0,0,0,0
10427,0,0,0,0
10428,0,0,0,0
10429,0,0,0,0
10430,0,0,0,0
10431,1,1,0,1
10432,1,1,0,1
10433,2,3,2,1
10434,1,1,0,1
10435,1,2,1,0
10436,11,20,12,5
10437,38,81,45,20
10438,57,121,69,30
10439,6,13,7,4
10440,0,0,0,0
10441,0,0,0,0
10442,0,0,0,0
10443,1,1,0,1
10444,6,14,7,3
10445,26,55,31,13
10446,6,14,8,3
10447,9,18,11,4
10448,65,137,78,34
10449,30,65,37,16
10450,29,61,34,15
10451,24,51,29,13
10452,500,1056,602,262
10453,27,56,31,14
10454,339,720,404,175
10455,58,122,68,30
10456,63,132,74,32
10457,9,18,11,4
10458,97,207,117,51
10459,16,32,18,8
10460,0,0,0,0
10461,22,49,27,12
10462,6,13,8,4
10463,2,3,2,1
10464,42,87,49,21
10465,10,19,11,5
10466,20,44,24,10
10467,3,4,3,1
10468,1,1,0,1
10469,0,0,0,0
10470,0,0,0,0
10471,1,2,1,0
10472,0,0,0,0
10473,1,1,0,1
10474,1,2,1,0
10475,1,2,1,0
10476,0,0,0,0
10477,21,48,28,11
10478,0,0,0,0
10479,1,2,1,0
10480,1,2,1,0
10481,2,3,2,1
10482,4,8,5,2
10483,3,4,2,1
10484,8,16,9,4
10485,1,2,1,0
10486,1,1,0,1
10487,1,1,0,1
10488,30,65,37,16
10489,3,3,1,2
10490,38,81,46,20
10491,1,2,1,0
10492,67,141,80,34
10493,64,136,76,33
10494,31,67,37,16
10495,82,172,97,42
10496,95,205,116,50
10497,43,89,50,22
10498,7,15,9,3
10499,0,0,0,0
10500,0,0,0,0
10501,0,0,0,0
10502,150,338,199,56
10503,235,524,309,88
10504,172,389,226,61
10505,46,101,60,19
10506,99,209,144,67
10507,1,2,1,0
10508,21,42,29,13
10509,3,4,3,1
10510,0,0,0,0
10511,266,559,387,178
10512,187,390,272,128
10513,9,18,12,5
10514,61,128,88,40
10515,37,71,44,16
10516,101,215,148,69
10517,355,800,464,127
10518,162,366,213,58
10519,295,580,362,135
10520,155,308,192,71
10521,0,0,0,0
10522,275,605,355,105
10523,0,0,0,0
10524,359,710,442,165
10525,0,0,0,0
10526,0,0,0,0
10527,0,0,0,0
10528,0,0,0,0
10529,0,0,0,0
10530,206,406,253,95
10531,0,0,0,0
10532,261,530,341,165
10533,97,190,118,43
10534,35,67,42,15
10535,223,454,289,144
10536,347,720,406,247
10537,101,200,124,46
10538,214,450,311,142
10539,455,1078,635,462
10540,4,8,6,2
10541,449,946,644,300
10542,172,361,250,115
10543,271,563,377,187
10544,230,483,335,153
10545,154,323,224,103
10546,47,101,70,33
10547,92,195,135,62
10548,70,144,99,46
10549,511,1210,713,518
10550,222,468,324,148
10551,270,597,366,225
10552,135,288,198,91
10553,218,443,283,138
10554,384,791,446,272
10555,345,690,401,233
10556,432,872,482,303
10557,0,0,0,0
10558,247,500,321,157
10559,0,0,0,0
10560,265,536,345,167
10561,0,0,0,0
10562,0,0,0,0
10563,0,0,0,0
10564,0,0,0,0
10565,0,0,0,0
10566,154,306,172,104
10567,0,0,0,0
10568,214,422,251,154
10569,440,873,476,305
10570,493,980,534,343
10571,327,638,397,237
10572,173,338,211,126
10573,329,679,433,221
10574,14,30,19,9
10575,86,176,112,57
10576,32,64,41,21
10577,12,25,16,8
10578,66,137,88,44
10579,62,128,81,42
10580,297,614,390,196
10581,1,2,1,0
10582,53,111,70,35
10583,0,0,0,0
10584,13,26,17,9
10585,165,339,216,113
10586,12,26,17,7
10587,218,450,287,145
10588,557,1150,735,374
10589,287,560,347,210
10590,243,475,296,177
10591,209,409,254,152
10592,329,645,401,241
10593,0,0,0,0
10594,547,1091,662,380
10595,0,0,0,0
10596,179,351,218,131
10597,0,0,0,0
10598,0,0,0,0
10599,116,239,158,70
10600,256,524,351,157
10601,2,3,2,1
10602,33,70,46,21
10603,41,87,58,26
10604,14,29,19,9
10605,52,107,73,32
10606,0,0,0,0
10607,10,19,13,5
10608,2,3,2,1
10609,2,3,2,1
10610,3,4,3,2
10611,3,4,2,2
10612,2,3,2,1
10613,0,0,0,0
10614,0,0,0,0
10615,0,0,0,0
10616,0,0,0,0
10617,0,0,0,0
10618,0,0,0,0
10619,0,0,0,0
10620,0,0,0,0
10621,0,0,0,0
10622,0,0,0,0
10623,0,0,0,0
10624,0,0,0,0
10625,4,8,6,2
10626,5,9,5,3
10627,0,0,0,0
10628,3,4,3,2
10629,3,4,2,2
10630,5,9,6,3
10631,2,3,2,1
10632,5,9,6,3
10633,0,0,0,0
10634,1,1,1,1
10635,1,2,1,0
10636,0,0,0,0
10637,0,0,0,0
10638,0,0,0,0
10639,14,29,19,9
10640,5,9,6,3
10641,14,29,20,9
10642,8,16,10,5
10643,21,47,31,14
10644,4,8,5,2
10645,32,67,45,20
10646,10,18,12,6
10647,31,66,44,19
10648,0,0,0,0
10649,36,75,49,22
10650,1,1,1,1
10651,0,0,0,0
10652,1,2,1,0
10653,2,3,2,1
10654,5,9,6,3
10655,0,0,0,0
10656,0,0,0,0
10657,6,10,6,3
10658,3,4,3,2
10659,0,0,0,0
10660,2,3,2,1
10661,1,1,1,1
10662,22,47,32,15
10663,2,3,2,1
10664,0,0,0,0
10665,2,3,2,1
10666,2,3,2,1
10667,1,2,1,0
10668,1,2,1,0
10669,2,3,2,1
10670,13,29,20,8
10671,1,2,1,0
10672,1,2,1,0
10673,2,3,2,1
10674,2,3,2,1
