MAZ,HH,ADLT,WRKR,KID
1198,141,311,185,83
1199,342,755,450,201
1200,364,802,478,216
1201,392,803,456,254
1202,599,1200,680,416
1203,313,632,358,218
1204,259,557,324,209
1205,442,962,479,250
1206,545,1183,605,341
1207,627,1361,675,365
1208,129,232,101,127
1209,279,580,318,235
1210,142,265,119,136
1211,243,480,225,206
1212,0,0,0,0
1213,22,43,21,14
1214,0,0,0,0
1215,0,0,0,0
1216,295,595,286,190
1217,330,665,320,212
1218,103,213,104,64
1219,137,274,133,88
1220,7,14,9,5
1221,2,2,1,1
1222,316,655,416,235
1223,0,0,0,0
1224,184,376,243,142
1225,461,944,610,355
1226,494,1145,663,389
1227,417,914,558,327
1228,0,0,0,0
1229,1,2,1,0
1230,11,21,11,8
1231,8,14,7,4
1232,10,20,10,7
1233,0,0,0,0
1234,8,14,6,4
1235,0,0,0,0
1236,163,341,171,123
1237,438,916,458,330
1238,0,0,0,0
1239,14,29,15,11
1240,452,942,470,341
1241,80,172,76,30
1242,561,1045,559,406
1243,0,0,0,0
1244,346,676,357,147
1245,485,934,499,205
1246,0,0,0,0
1247,491,878,508,228
1248,0,0,0,0
1249,481,870,504,215
1250,0,0,0,0
1251,0,0,0,0
1252,530,989,526,381
1253,337,629,336,244
1254,578,1161,640,204
1255,1,2,1,0
1256,34,62,33,25
1257,1,1,1,1
1258,207,414,220,104
1259,517,1042,575,182
1260,49,96,46,31
1261,56,114,55,37
1262,68,142,66,43
1263,125,255,121,80
1264,0,0,0,0
1265,139,280,135,89
1266,9,16,8,5
1267,54,111,53,34
1268,132,314,176,106
1269,352,841,473,280
1270,11,27,15,9
1271,45,108,61,35
1272,8,17,10,4
1273,824,1639,896,308
1274,120,241,134,55
1275,365,731,398,132
1276,374,743,405,137
1277,91,182,99,33
1278,429,855,467,157
1279,1,2,0,0
1280,277,558,311,132
1281,539,1092,606,249
1282,428,862,481,202
1283,802,1620,904,382
1284,0,0,0,0
1285,0,0,0,0
1286,0,0,0,0
1287,0,0,0,0
1288,0,0,0,0
1289,38,76,43,18
1290,0,0,0,0
1291,11,22,12,5
1292,16,31,17,6
1293,22,47,26,11
1294,25,52,29,12
1295,22,47,26,11
1296,99,202,113,46
1297,149,301,168,70
1298,1,1,0,1
1299,2,2,2,1
1300,194,393,219,94
1301,236,477,266,113
1302,281,567,316,133
1303,66,137,77,33
1304,0,0,0,0
1305,27,62,36,20
1306,0,0,0,0
1307,0,0,0,0
1308,2,4,2,1
1309,1,1,1,1
1310,19,44,24,14
1311,254,615,345,195
1312,121,291,163,97
1313,372,891,501,297
1314,8,17,10,5
1315,0,0,0,0
1316,0,0,0,0
1317,0,0,0,0
1318,0,0,0,0
1319,10,25,14,7
1320,0,0,0,0
1321,132,267,159,55
1322,0,0,0,0
1323,141,283,170,58
1324,288,597,372,137
1325,393,865,585,242
1326,375,799,511,196
1327,312,690,468,194
1328,322,710,481,200
1329,120,265,179,75
1330,615,1368,905,373
1331,337,749,499,205
1332,0,0,0,0
1333,0,0,0,0
1334,112,212,131,55
1335,0,0,0,0
1336,0,0,0,0
1337,65,121,75,32
1338,17,30,19,8
1339,175,337,208,89
1340,16,38,23,9
1341,353,836,494,211
1342,457,1086,638,269
1343,490,1169,677,288
1344,159,379,221,94
1345,233,553,326,138
1346,79,189,112,48
1347,147,346,205,87
1348,288,635,392,145
1349,52,111,71,26
1350,166,363,228,85
1351,47,102,65,23
1352,399,769,475,200
1353,368,810,515,189
1354,128,246,152,64
1355,417,913,581,213
1356,409,885,480,201
1357,145,312,167,73
1358,801,1729,938,397
1359,22,50,27,11
1360,198,420,252,90
1361,335,720,410,159
1362,86,180,108,38
1363,1,1,0,1
1364,0,0,0,0
1365,36,80,48,18
1366,0,0,0,0
1367,56,119,71,25
1368,836,1574,923,284
1369,422,897,485,157
1370,542,1161,621,220
1371,483,1050,554,181
1372,391,851,451,147
1373,600,1288,746,258
1374,611,1320,709,240
1375,532,1146,661,225
1376,321,679,408,145
1377,128,272,163,58
1378,304,645,387,137
1379,370,786,472,167
1380,819,1578,970,402
1381,218,421,260,109
1382,283,544,315,140
1383,1,2,1,0
1384,25,53,34,12
1385,79,174,110,40
1386,226,500,317,115
1387,241,529,337,123
1388,87,208,123,52
1389,92,219,130,56
1390,147,346,205,87
1391,102,241,142,61
1392,0,0,0,0
1393,19,45,27,8
1394,21,49,29,8
1395,31,69,42,13
1396,0,0,0,0
1397,71,156,91,30
1398,3,6,4,1
1399,416,910,533,174
1400,94,203,115,42
1401,0,0,0,0
1402,204,436,246,98
1403,0,0,0,0
1404,547,1262,830,347
1405,545,1263,824,341
1406,348,797,531,227
1407,261,597,398,170
1408,560,1303,810,262
1409,576,1208,720,255
1410,438,1022,634,196
1411,421,882,524,190
1412,516,1081,694,257
1413,583,1217,808,299
1414,208,432,289,107
1415,779,1621,1084,401
1416,420,872,584,216
1417,315,652,434,162
1418,416,879,574,198
1419,325,683,445,154
1420,657,1521,946,310
1421,315,676,412,156
1422,181,423,262,81
1423,436,968,603,247
1424,650,1489,992,424
1425,293,665,441,187
1426,296,658,409,168
1427,347,769,480,197
1428,0,0,0,0
1429,0,0,0,0
1430,0,0,0,0
1431,0,0,0,0
1432,383,838,490,160
1433,174,377,220,72
1434,266,578,338,111
1435,183,401,234,76
1436,134,310,188,55
1437,3,5,3,1
1438,417,945,561,179
1439,293,670,405,117
1440,200,445,267,92
1441,317,727,440,129
1442,370,840,508,152
1443,301,681,403,131
1444,269,586,343,113
1445,571,1250,731,238
1446,499,1079,640,219
1447,301,647,377,138
1448,0,0,0,0
1449,0,0,0,0
1450,0,0,0,0
1451,0,0,0,0
1452,438,972,605,247
1453,520,1147,722,298
1454,357,796,495,197
1455,275,617,384,149
1456,357,836,518,159
1457,234,520,323,132
1458,166,391,242,75
1459,474,1050,653,267
1460,356,751,473,170
1461,556,1174,763,268
1462,0,0,0,0
1463,0,0,0,0
1464,48,104,36,26
1465,115,237,80,59
1466,80,182,91,79
1467,374,790,278,207
1468,247,517,173,125
1469,181,377,128,89
1470,444,922,308,222
1471,202,413,142,94
1472,204,378,161,49
1473,4,6,3,1
1474,154,285,120,38
1475,368,683,288,91
1476,675,1372,816,265
1477,520,1041,623,215
1478,483,981,581,215
1479,679,1367,848,292
1480,0,0,0,0
1481,0,0,0,0
1482,34,70,42,15
1483,0,0,0,0
1484,0,0,0,0
1485,0,0,0,0
1486,0,0,0,0
1487,0,0,0,0
1488,91,181,108,38
1489,0,0,0,0
1490,0,0,0,0
1491,0,0,0,0
1492,1,2,1,0
1493,0,0,0,0
1494,410,764,456,138
1495,213,399,238,71
1496,310,654,431,154
1497,366,782,498,175
1498,414,874,541,241
1499,412,876,588,205
1500,812,1935,1047,457
1501,418,887,596,208
1502,457,1025,598,257
1503,653,1386,852,372
1504,546,1170,675,280
1505,385,905,503,213
1506,358,765,442,182
1507,577,1237,714,295
1508,986,2198,1150,1006
1509,407,910,473,415
1510,540,1198,636,560
1511,365,817,416,359
1512,33,73,38,32
1513,147,310,157,105
1514,39,85,43,36
1515,48,99,52,38
1516,345,698,373,267
1517,538,1146,660,281
1518,316,646,345,246
1519,272,553,296,210
1520,53,112,70,31
1521,385,813,503,225
1522,0,0,0,0
1523,41,87,56,15
1524,290,612,381,171
1525,436,927,564,251
1526,548,1143,764,198
1527,307,638,427,111
1528,566,1193,808,228
1529,623,1206,747,221
1530,1155,2475,1693,474
1531,477,1023,703,197
1532,520,971,580,176
1533,459,853,511,161
1534,237,505,347,98
1535,143,268,160,48
1536,0,0,0,0
1537,210,412,227,101
1538,470,916,481,223
1539,814,1580,818,394
1540,0,0,0,0
1541,0,0,0,0
1542,0,0,0,0
1543,219,427,225,104
1544,620,1269,826,245
1545,412,858,574,150
1546,0,0,0,0
1547,0,0,0,0
1548,251,585,409,168
1549,0,0,0,0
1550,24,54,31,19
1551,304,690,391,235
1552,189,435,239,140
1553,357,810,459,275
1554,69,157,89,54
1555,167,379,215,127
1556,360,817,463,275
1557,165,373,211,127
1558,42,98,56,34
1559,86,176,101,50
1560,181,366,194,93
1561,167,334,191,95
1562,478,956,548,271
1563,220,454,235,124
1564,389,805,416,218
1565,591,1229,638,324
1566,410,850,440,229
1567,188,424,200,67
1568,19,25,22,29
1569,476,1103,767,319
1570,158,308,170,108
1571,0,0,0,0
1572,612,1309,851,382
1573,98,210,136,61
1574,23,50,26,14
1575,272,571,370,165
1576,524,1124,721,325
1577,305,652,425,191
1578,76,166,108,48
1579,0,0,0,0
1580,496,960,652,319
1581,412,800,519,265
1582,555,1184,770,337
1583,551,1064,718,348
1584,415,760,474,182
1585,485,895,564,223
1586,1043,1895,1194,470
1587,169,309,193,74
1588,0,0,0,0
1589,127,233,145,56
1590,18,33,19,8
1591,38,70,43,17
1592,129,302,136,70
1593,11,19,10,6
1594,151,351,157,82
1595,0,0,0,0
1596,436,1022,459,236
1597,355,837,374,191
1598,544,1278,572,295
1599,232,546,245,126
1600,114,221,125,61
1601,575,1107,622,306
1602,600,1162,651,316
1603,70,136,76,37
1604,325,646,370,184
1605,540,1079,618,304
1606,304,606,347,171
1607,315,630,361,179
1608,137,281,149,83
1609,0,0,0,0
1610,782,1512,805,455
1611,380,719,385,196
1612,0,0,0,0
1613,0,0,0,0
1614,607,1293,669,407
1615,813,1700,889,499
1616,24,51,27,12
1617,320,672,348,194
1618,651,1347,704,374
1619,415,885,446,282
1620,1040,2072,1104,725
1621,901,1606,774,486
1622,1011,2035,1089,721
1623,736,1344,663,421
1624,35,80,40,28
1625,0,0,0,0
1626,0,0,0,0
1627,507,905,436,274
1628,0,0,0,0
1629,0,0,0,0
1630,312,698,362,231
1631,0,0,0,0
1632,301,671,348,226
1633,528,1182,611,388
1634,120,252,126,83
1635,309,690,357,232
1636,134,300,156,101
1637,435,900,413,276
1638,373,775,354,237
1639,732,1559,702,422
1640,469,998,449,269
1641,399,774,398,165
1642,451,870,446,185
1643,635,1352,687,430
1644,426,908,437,269
1645,262,570,332,169
1646,153,334,194,98
1647,662,1409,724,453
1648,63,135,69,42
1649,464,935,575,239
1650,275,554,341,142
1651,370,801,407,287
1652,299,649,329,230
1653,514,845,430,254
1654,567,1158,582,304
1655,1290,2797,1487,688
1656,712,1370,732,401
1657,843,1680,894,321
1658,1136,2227,1168,437
1659,0,0,0,0
1660,186,284,121,19
1661,0,0,0,0
1662,500,759,326,53
1663,606,1213,607,310
1664,704,1709,852,410
1665,64,155,89,49
1666,451,1105,637,351
1667,583,1175,722,301
1668,163,362,213,121
1669,337,768,444,277
1670,238,547,316,201
1671,191,414,242,123
1672,425,923,537,273
1673,1,2,1,0
1674,354,768,448,227
1675,100,204,98,68
1676,467,955,462,306
1677,481,1091,547,409
1678,600,1306,632,486
1679,539,1175,462,296
1680,456,923,365,237
1681,372,743,294,193
1682,318,631,250,164
1683,410,840,337,255
1684,16,33,14,9
1685,723,1485,598,482
1686,0,0,0,0
1687,268,621,314,242
1688,268,604,285,220
1689,155,358,181,138
1690,93,191,77,62
1691,3,4,2,2
1692,211,489,247,190
1693,17,38,20,14
1694,163,387,201,137
1695,447,1033,595,382
1696,370,854,491,316
1697,425,883,447,206
1698,200,434,243,130
1699,151,370,215,118
1700,455,1123,648,357
1701,205,425,213,97
1702,487,1013,510,236
1703,423,621,283,69
1704,487,735,318,56
1705,111,229,105,39
1706,183,377,174,64
1707,200,411,189,70
1708,209,431,198,73
1709,502,939,588,339
1710,8,14,9,6
1711,252,521,261,109
1712,350,728,401,185
1713,0,0,0,0
1714,0,0,0,0
1715,230,477,263,122
1716,201,416,228,107
1717,344,635,379,97
1718,260,481,288,73
1719,1,2,1,0
1720,3,4,3,1
1721,0,0,0,0
1722,0,0,0,0
1723,24,54,27,21
1724,0,0,0,0
1725,310,551,296,106
1726,182,324,173,62
1727,262,583,307,173
1728,601,1343,708,397
1729,134,266,199,64
1730,70,155,81,46
1731,224,445,333,107
1732,469,927,678,227
1733,490,971,729,235
1734,194,389,266,91
1735,194,342,181,71
1736,12,20,11,3
1737,577,1020,547,203
1738,452,802,430,153
1739,0,0,0,0
1740,0,0,0,0
1741,0,0,0,0
1742,440,804,480,136
1743,88,162,97,24
1744,314,583,348,89
1745,0,0,0,0
1746,0,0,0,0
1747,85,154,102,62
1748,0,0,0,0
1749,50,101,62,20
1750,0,0,0,0
1751,270,490,326,197
1752,172,314,209,125
1753,725,1454,898,290
1754,262,528,326,105
1755,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1758,0,0,0,0
1759,235,488,259,142
1760,280,576,305,169
1761,50,101,54,30
1762,428,887,471,257
1763,228,524,312,129
1764,764,1650,882,415
1765,413,958,569,235
1766,612,1213,646,235
1767,0,0,0,0
1768,206,493,284,133
1769,350,893,461,301
1770,678,1651,916,469
1771,381,805,420,257
1772,763,1613,840,509
1773,313,644,337,203
1774,348,711,376,228
1775,333,692,359,209
1776,97,148,64,10
1777,27,56,29,17
1778,0,0,0,0
1779,676,1296,734,478
1780,161,245,105,17
1781,69,138,75,44
1782,0,0,0,0
1783,74,141,79,52
1784,387,749,419,269
1785,391,750,425,278
1786,496,952,539,347
1787,105,203,115,72
1788,520,1017,569,270
1789,534,1061,592,270
1790,484,981,546,237
1791,576,1131,632,298
1792,2,2,1,1
1793,356,710,395,179
1794,344,698,385,168
1795,608,1235,684,307
1796,560,1020,679,411
1797,488,1011,556,295
1798,711,1419,864,292
1799,264,548,298,158
1800,528,1094,593,320
1801,350,736,397,221
1802,556,1161,624,361
1803,0,0,0,0
1804,0,0,0,0
1805,0,0,0,0
1806,0,0,0,0
1807,0,0,0,0
1808,0,0,0,0
1809,1,2,1,0
1810,5,13,6,2
1811,8,18,8,3
1812,0,0,0,0
1813,0,0,0,0
1814,5,10,6,2
1815,0,0,0,0
1816,29,66,43,14
1817,0,0,0,0
1818,0,0,0,0
1819,0,0,0,0
1820,528,1130,570,230
1821,161,368,232,84
1822,271,573,255,108
1823,0,0,0,0
1824,121,256,113,48
1825,246,522,232,98
1826,47,99,44,18
1827,4,7,3,1
1828,0,0,0,0
1829,15,34,15,5
1830,46,96,42,18
1831,0,0,0,0
1832,20,42,18,7
1833,5,13,6,2
1834,47,99,43,18
1835,99,209,94,40
1836,13,26,11,5
1837,104,223,99,41
1838,80,163,85,39
1839,54,112,51,21
1840,0,0,0,0
1841,4,8,5,2
1842,10,21,9,3
1843,32,67,31,13
1844,23,56,34,17
1845,3,7,4,2
1846,154,328,146,61
1847,67,145,65,27
1848,99,232,144,69
1849,88,202,120,55
1850,315,683,351,153
1851,299,662,373,167
1852,296,656,380,171
1853,309,687,398,178
1854,568,1261,742,329
1855,485,1118,735,248
1856,361,800,465,208
1857,327,750,505,170
1858,143,331,224,75
1859,12,26,17,6
1860,171,393,268,88
1861,102,234,159,52
1862,55,129,87,28
1863,143,331,226,75
1864,35,80,54,17
1865,63,146,99,32
1866,212,508,306,144
1867,229,523,354,118
1868,36,86,54,26
1869,74,169,115,38
1870,81,193,119,57
1871,242,570,351,167
1872,68,162,101,48
1873,34,81,50,24
1874,106,252,156,75
1875,147,348,214,101
1876,25,61,38,18
1877,78,184,114,54
1878,41,99,60,29
1879,57,134,83,41
1880,113,271,169,80
1881,142,334,208,100
1882,0,0,0,0
1883,1,2,1,0
1884,0,0,0,0
1885,0,0,0,0
1886,785,1682,994,498
1887,743,1584,965,480
1888,279,590,364,181
1889,702,1498,915,451
1890,566,1194,593,333
1891,338,818,491,226
1892,490,1036,515,289
1893,588,1237,631,348
1894,480,1164,705,323
1895,0,0,0,0
1896,431,1047,627,289
1897,0,0,0,0
1898,0,0,0,0
1899,0,0,0,0
1900,0,0,0,0
1901,0,0,0,0
1902,132,272,152,57
1903,0,0,0,0
1904,1,2,1,0
1905,0,0,0,0
1906,56,110,63,22
1907,82,162,94,33
1908,28,52,30,11
1909,126,251,143,50
1910,0,0,0,0
1911,0,0,0,0
1912,0,0,0,0
1913,0,0,0,0
1914,0,0,0,0
1915,0,0,0,0
1916,0,0,0,0
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,498,992,573,241
1923,0,0,0,0
1924,183,364,212,90
1925,0,0,0,0
1926,92,182,107,45
1927,276,549,320,136
1928,344,682,397,168
1929,1039,2058,1196,511
1930,0,0,0,0
1931,159,335,206,102
1932,217,462,284,141
1933,224,476,293,146
1934,202,424,231,92
1935,528,1174,625,303
1936,687,1346,763,212
1937,164,334,186,62
1938,440,977,519,253
1939,418,934,496,241
1940,611,1156,629,196
1941,102,182,100,27
1942,37,84,45,22
1943,0,0,0,0
1944,0,0,0,0
1945,0,0,0,0
1946,0,0,0,0
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,0,0,0,0
1951,0,0,0,0
1952,0,0,0,0
1953,0,0,0,0
1954,0,0,0,0
1955,0,0,0,0
1956,0,0,0,0
1957,0,0,0,0
1958,0,0,0,0
1959,0,0,0,0
1960,0,0,0,0
1961,34,70,39,15
1962,0,0,0,0
1963,0,0,0,0
1964,0,0,0,0
1965,0,0,0,0
1966,0,0,0,0
1967,0,0,0,0
1968,0,0,0,0
1969,0,0,0,0
1970,488,1094,584,278
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,430,767,421,108
1975,539,1034,560,172
1976,403,776,394,149
1977,57,111,56,22
1978,367,722,408,109
1979,339,666,376,105
1980,43,92,47,19
1981,284,594,314,116
1982,274,560,283,111
1983,144,306,159,71
1984,246,506,255,99
1985,170,361,188,83
1986,239,482,246,100
1987,133,255,129,49
1988,126,262,136,61
1989,129,253,128,49
1990,121,234,118,45
1991,73,142,72,28
1992,123,237,120,46
1993,14,28,14,5
1994,0,0,0,0
1995,0,0,0,0
1996,56,116,64,24
1997,168,349,192,73
1998,0,0,0,0
1999,0,0,0,0
2000,249,514,283,108
2001,90,186,103,39
2002,31,64,36,14
2003,2,2,1,1
2004,88,183,101,39
2005,0,0,0,0
2006,39,79,43,16
2007,0,0,0,0
2008,0,0,0,0
2009,0,0,0,0
2010,122,252,139,53
2011,52,109,61,24
2012,154,317,175,67
2013,32,66,36,14
2014,529,1091,598,229
2015,430,876,503,196
2016,13,25,14,5
2017,1,2,1,0
2018,1,1,1,1
2019,32,62,31,11
2020,146,311,161,71
2021,286,551,278,107
2022,169,360,187,82
2023,81,170,88,39
2024,173,360,183,75
2025,239,509,264,117
2026,355,726,365,142
2027,216,460,239,105
2028,0,0,0,0
2029,619,1263,639,253
2030,352,782,429,151
2031,706,1569,860,300
2032,108,223,144,63
2033,628,1359,812,313
2034,0,0,0,0
2035,0,0,0,0
2036,734,1533,977,438
2037,732,1489,958,502
2038,756,1521,832,385
2039,1053,2095,1141,526
2040,414,794,466,122
2041,341,649,380,101
2042,512,1117,652,245
2043,671,1574,983,482
2044,631,1378,807,318
2045,517,1160,701,344
2046,590,1547,843,247
2047,465,1208,663,207
2048,479,1087,662,326
2049,573,1233,617,258
2050,359,800,397,263
2051,399,970,530,232
2052,318,711,352,235
2053,570,1340,718,368
2054,248,538,269,177
2055,850,1874,952,613
2056,201,372,206,115
2057,470,873,479,267
2058,653,1352,727,342
2059,633,1290,629,289
2060,388,872,512,223
2061,199,405,198,90
2062,542,1175,682,266
2063,686,1436,794,379
2064,600,1345,801,348
2065,725,1633,956,415
2066,1438,2619,1494,590
2067,691,1289,746,239
2068,864,1600,881,438
2069,706,1290,712,353
2070,517,1082,726,312
2071,718,1449,942,504
2072,647,1432,818,378
2073,464,1012,608,274
2074,830,1770,1128,488
2075,687,1503,875,402
2076,762,1526,825,441
2077,702,1417,767,412
2078,574,1200,647,371
2079,1024,1704,1124,401
2080,557,1094,617,267
2081,350,720,380,179
2082,648,1197,692,287
2083,465,953,503,238
2084,2071,4286,2302,1064
2085,896,1740,962,496
2086,593,1241,687,308
2087,470,984,545,244
2088,1062,1964,1084,610
2089,543,1114,657,310
2090,594,1345,771,322
2091,668,1420,849,377
2092,427,968,552,231
2093,467,997,605,265
2094,248,563,322,133
2095,115,246,148,65
2096,0,0,0,0
2097,0,0,0,0
2098,1,1,0,1
2099,134,277,164,70
2100,264,547,340,144
2101,322,684,381,159
2102,358,742,461,196
2103,0,0,0,0
2104,851,1782,1202,482
2105,476,997,685,274
2106,475,941,583,240
2107,667,1334,792,368
2108,480,977,559,257
2109,702,1519,882,436
2110,0,0,0,0
2111,1218,2611,1537,767
2112,143,299,182,91
2113,0,0,0,0
2114,920,1851,1088,515
2115,139,287,182,94
2116,924,1707,1003,484
2117,352,732,503,202
2118,416,768,459,218
2119,260,479,287,136
2120,177,327,196,92
2121,381,792,490,206
2122,160,330,205,87
2123,70,143,88,38
2124,249,535,296,95
2125,0,0,0,0
2126,94,205,114,33
2127,361,776,427,140
2128,346,749,413,134
2129,138,299,165,54
2130,257,569,324,116
2131,272,586,323,106
2132,241,532,302,107
2133,321,718,409,147
2134,331,738,419,152
2135,272,606,346,124
2136,0,0,0,0
2137,593,1120,635,121
2138,341,642,363,69
2139,0,0,0,0
2140,363,684,387,73
2141,156,330,201,77
2142,504,950,538,103
2143,616,1138,651,149
2144,417,787,446,85
2145,230,427,243,118
2146,452,834,499,237
2147,101,284,135,100
2148,0,0,0,0
2149,10,19,12,6
2150,0,0,0,0
2151,41,116,58,41
2152,91,253,123,91
2153,727,1612,895,437
2154,275,561,353,184
2155,343,827,450,288
2156,180,491,242,176
2157,531,893,468,128
2158,1158,2190,1213,595
2159,8,16,10,4
2160,953,2118,1273,556
2161,717,1486,855,394
2162,430,954,581,255
2163,864,1855,1042,427
2164,608,1345,799,342
2165,293,627,339,167
2166,628,1382,789,325
2167,429,723,379,103
2168,0,0,0,0
2169,122,210,101,81
2170,54,116,63,30
2171,60,97,42,54
2172,36,90,41,27
2173,160,274,135,106
2174,426,729,356,284
2175,195,351,200,106
2176,746,1353,730,404
2177,3,6,4,1
2178,725,1538,925,461
2179,509,960,517,286
2180,354,846,541,253
2181,707,1687,1086,508
2182,558,1333,851,398
2183,748,1496,1049,440
2184,692,1383,970,408
2185,819,1617,1173,521
2186,808,1593,1159,515
2187,627,1147,690,306
2188,788,1497,899,445
2189,393,812,515,281
2190,546,1187,742,458
2191,555,1213,727,470
2192,554,1298,859,558
2193,423,924,550,359
2194,466,1094,723,469
2195,492,1134,749,490
2196,391,865,526,369
2197,350,789,514,337
2198,236,542,317,228
2199,356,744,469,292
2200,244,575,328,225
2201,446,935,591,373
2202,167,400,226,162
2203,206,442,263,132
2204,225,475,290,148
2205,95,201,120,54
2206,441,930,565,286
2207,470,1011,637,345
2208,657,1428,895,551
2209,496,1047,624,283
2210,430,919,548,273
2211,0,0,0,0
2212,0,0,0,0
2213,0,0,0,0
2214,0,0,0,0
2215,20,38,23,9
2216,70,136,81,32
2217,0,0,0,0
2218,0,0,0,0
2219,0,0,0,0
2220,0,0,0,0
2221,738,1762,1035,706
2222,3,7,5,3
2223,960,2281,1358,929
2224,0,0,0,0
2225,942,2294,1289,909
2226,372,910,511,360
2227,0,0,0,0
2228,0,0,0,0
2229,0,0,0,0
2230,0,0,0,0
2231,0,0,0,0
2232,0,0,0,0
2233,0,0,0,0
2234,151,303,182,69
2235,684,1365,845,335
2236,215,416,267,93
2237,71,134,84,33
2238,226,433,274,98
2239,248,478,306,106
2240,230,440,230,101
2241,254,489,313,108
2242,309,591,309,137
2243,403,773,404,178
2244,90,175,92,40
2245,115,220,115,51
2246,175,335,176,77
2247,232,446,234,103
2248,82,158,83,37
2249,86,161,86,37
2250,239,461,241,106
2251,772,1504,904,320
2252,957,1842,992,416
2253,151,296,171,60
2254,96,189,105,40
2255,90,177,107,41
2256,47,93,53,20
2257,143,286,155,66
2258,0,0,0,0
2259,0,0,0,0
2260,252,501,301,115
2261,0,0,0,0
2262,0,0,0,0
2263,0,0,0,0
2264,0,0,0,0
2265,0,0,0,0
2266,0,0,0,0
2267,233,581,334,209
2268,302,707,441,213
2269,0,0,0,0
2270,233,536,357,134
2271,405,893,402,202
2272,251,576,379,146
2273,504,1110,500,251
2274,372,852,562,217
2275,78,183,106,58
2276,429,1017,592,321
2277,0,0,0,0
2278,45,107,61,33
2279,303,713,412,224
2280,0,0,0,0
2281,580,1367,791,431
2282,465,1102,628,341
2283,0,0,0,0
2284,38,76,45,17
2285,0,0,0,0
2286,0,0,0,0
2287,186,375,221,85
2288,291,570,321,118
2289,0,0,0,0
2290,104,205,110,40
2291,172,336,194,68
2292,78,150,85,31
2293,186,367,211,75
2294,276,537,302,117
2295,182,359,207,73
2296,107,213,123,44
2297,161,318,184,64
2298,92,182,105,37
2299,0,0,0,0
2300,114,228,131,46
2301,97,201,107,48
2302,342,672,388,137
2303,199,397,234,90
2304,8,13,7,3
2305,252,506,294,137
2306,371,751,428,196
2307,275,554,320,151
2308,163,328,177,84
2309,440,887,521,246
2310,0,0,0,0
2311,1051,2020,1083,742
2312,290,558,314,190
2313,624,1193,693,383
2314,1341,2567,1593,712
2315,492,1085,489,246
2316,572,1316,880,328
2317,323,715,322,161
2318,416,955,642,237
2319,27,28,22,33
2320,0,0,0,0
2321,0,0,0,0
2322,0,0,0,0
2323,0,0,0,0
2324,0,0,0,0
2325,0,0,0,0
2326,599,1268,902,401
2327,795,1683,1199,534
2328,0,0,0,0
2329,638,1465,999,459
2330,0,0,0,0
2331,6,14,9,3
2332,0,0,0,0
2333,0,0,0,0
2334,895,2275,1433,699
2335,0,0,0,0
2336,0,0,0,0
2337,0,0,0,0
2338,0,0,0,0
2339,0,0,0,0
2340,0,0,0,0
2341,0,0,0,0
2342,0,0,0,0
2343,463,1196,816,375
2344,601,1548,1070,488
2345,0,0,0,0
2346,0,0,0,0
2347,833,2024,1298,587
2348,477,1077,668,288
